burst_id,source,file,mjd,dms,toa
373,FRB20121102,FRB20121102_0373.fits,58755.01666,564.7,3.839365114
374,FRB20121102,FRB20121102_0374.fits,58755.01899,569.2,4.620734719
375,FRB20121102,FRB20121102_0375.fits,58755.02097,566.2,2.907208004
376,FRB20121102,FRB20121102_0376.fits,58755.02146,564.4,0.502704852
377,FRB20121102,FRB20121102_0377.fits,58755.02154,566,0.277603604
378,FRB20121102,FRB20121102_0378.fits,58756.84107,566,1.173930592
379,FRB20121102,FRB20121102_0379.fits,58756.8412,566,2.147581894
380,FRB20121102,FRB20121102_0380.fits,58756.84493,566.7,1.658088597
381,FRB20121102,FRB20121102_0381.fits,58756.84662,565.1,0.568255316
382,FRB20121102,FRB20121102_0382.fits,58756.84999,566.4,1.450297027
383,FRB20121102,FRB20121102_0383.fits,58756.85067,566.2,4.416850791
384,FRB20121102,FRB20121102_0384.fits,58756.85304,566,1.993113686
385,FRB20121102,FRB20121102_0385.fits,58756.85543,566,2.748908219
386,FRB20121102,FRB20121102_0386.fits,58756.85588,565.1,0.78991726
387,FRB20121102,FRB20121102_0387.fits,58756.8568,565.7,4.579131142
388,FRB20121102,FRB20121102_0388.fits,58756.85764,564.1,0.998016866
389,FRB20121102,FRB20121102_0389.fits,58756.85854,566.1,0.469319522
390,FRB20121102,FRB20121102_0390.fits,58756.85894,567.2,1.796083851
391,FRB20121102,FRB20121102_0391.fits,58756.86044,566.1,1.546424045
392,FRB20121102,FRB20121102_0392.fits,58756.86322,567.4,3.901618347
393,FRB20121102,FRB20121102_0393.fits,58756.86449,567.3,2.015365125
394,FRB20121102,FRB20121102_0394.fits,58756.8655,567.3,1.576300291
395,FRB20121102,FRB20121102_0395.fits,58756.86746,564.4,0.988317537
396,FRB20121102,FRB20121102_0396.fits,58756.87105,567.3,0.489952834
397,FRB20121102,FRB20121102_0397.fits,58756.87179,565.9,2.895520278
398,FRB20121102,FRB20121102_0398.fits,58756.87443,566.7,0.204084464
399,FRB20121102,FRB20121102_0399.fits,58756.8756,565.8,3.909668117
400,FRB20121102,FRB20121102_0400.fits,58756.87664,566.7,3.716347273
401,FRB20121102,FRB20121102_0401.fits,58756.87884,566.4,0.89471892
402,FRB20121102,FRB20121102_0402.fits,58757.89664,566,2.511252975
403,FRB20121102,FRB20121102_0403.fits,58757.89922,567,2.764715441
404,FRB20121102,FRB20121102_0404.fits,58757.90166,566.1,1.323848055
405,FRB20121102,FRB20121102_0405.fits,58757.90206,566.1,4.092231626
406,FRB20121102,FRB20121102_0406.fits,58757.90415,565.8,3.154311748
407,FRB20121102,FRB20121102_0407.fits,58757.91258,564.9,3.743009269
408,FRB20121102,FRB20121102_0408.fits,58757.91374,561.2,0.06214825
409,FRB20121102,FRB20121102_0409.fits,58757.91479,567.9,1.183475903
410,FRB20121102,FRB20121102_0410.fits,58757.91696,565.5,3.600684553
411,FRB20121102,FRB20121102_0411.fits,58757.91703,566.9,2.022952843
412,FRB20121102,FRB20121102_0412.fits,58757.91759,564.6,4.286142765
413,FRB20121102,FRB20121102_0413.fits,58757.92194,568,0.917188497
414,FRB20121102,FRB20121102_0414.fits,58757.92228,564.9,1.055146661
415,FRB20121102,FRB20121102_0415.fits,58757.92326,565.4,4.53687252
416,FRB20121102,FRB20121102_0416.fits,58757.92706,565.2,4.126567463
417,FRB20121102,FRB20121102_0417.fits,58757.92719,568,1.181681757
418,FRB20121102,FRB20121102_0418.fits,58757.92823,567,0.285413861
419,FRB20121102,FRB20121102_0419.fits,58757.92887,564.8,2.742829244
420,FRB20121102,FRB20121102_0420.fits,58757.9317,564.7,1.582048601
421,FRB20121102,FRB20121102_0421.fits,58757.93189,567.2,3.495561029
422,FRB20121102,FRB20121102_0422.fits,58758.93942,567.4,4.197091749
423,FRB20121102,FRB20121102_0423.fits,58758.94965,566.1,2.147437935
424,FRB20121102,FRB20121102_0424.fits,58758.9561,565.7,2.768079308
425,FRB20121102,FRB20121102_0425.fits,58758.95674,566.6,0.391673343
426,FRB20121102,FRB20121102_0426.fits,58758.95691,567.6,1.984775998
427,FRB20121102,FRB20121102_0427.fits,58758.95834,567.6,2.982555865
428,FRB20121102,FRB20121102_0428.fits,58758.95906,566.2,4.347900627
429,FRB20121102,FRB20121102_0429.fits,58758.95929,566,0.315385032
430,FRB20121102,FRB20121102_0430.fits,58758.96174,566.2,3.112373105
431,FRB20121102,FRB20121102_0431.fits,58758.96184,569,2.700004214
432,FRB20121102,FRB20121102_0432.fits,58758.96437,565.3,2.568680746
433,FRB20121102,FRB20121102_0433.fits,58758.96473,568,4.4173053
434,FRB20121102,FRB20121102_0434.fits,58758.96995,567.5,2.474809927
435,FRB20121102,FRB20121102_0435.fits,58758.9728,564.2,2.065068763
436,FRB20121102,FRB20121102_0436.fits,58758.97415,565.2,2.805950632
437,FRB20121102,FRB20121102_0437.fits,58759.94023,567.1,0.233902247
438,FRB20121102,FRB20121102_0438.fits,58759.9421,564.8,4.289854271
439,FRB20121102,FRB20121102_0439.fits,58759.94252,570,3.606744041
440,FRB20121102,FRB20121102_0440.fits,58759.94586,566.4,0.617509475
441,FRB20121102,FRB20121102_0441.fits,58759.9464,564.3,1.918705017
442,FRB20121102,FRB20121102_0442.fits,58759.95608,567.5,4.139294964
443,FRB20121102,FRB20121102_0443.fits,58759.95627,570,4.507181095
444,FRB20121102,FRB20121102_0444.fits,58759.95846,566.2,3.003214323
445,FRB20121102,FRB20121102_0445.fits,58759.96444,566.5,2.586198505
446,FRB20121102,FRB20121102_0446.fits,58759.96639,568.9,2.87085108
447,FRB20121102,FRB20121102_0447.fits,58759.96704,566,0.642448361
448,FRB20121102,FRB20121102_0448.fits,58759.97206,564.8,3.569552908
449,FRB20121102,FRB20121102_0449.fits,58762.83461,565.8,2.131951321
450,FRB20121102,FRB20121102_0450.fits,58762.84356,564.4,0.656558247
451,FRB20121102,FRB20121102_0451.fits,58762.85366,565.4,1.678085723
452,FRB20121102,FRB20121102_0452.fits,58763.8214,564.7,1.642285776
453,FRB20121102,FRB20121102_0453.fits,58763.84024,565.1,2.100783843
454,FRB20121102,FRB20121102_0454.fits,58766.92641,567.4,3.359095892
455,FRB20121102,FRB20121102_0455.fits,58766.95404,566.3,0.873441249
456,FRB20121102,FRB20121102_0456.fits,58767.95095,565.1,2.570858365
457,FRB20121102,FRB20121102_0457.fits,58767.95767,564.6,3.29165007
458,FRB20121102,FRB20121102_0458.fits,58767.97261,569.8,1.659074938
459,FRB20121102,FRB20121102_0459.fits,58768.90851,569.2,0.917274621
460,FRB20121102,FRB20121102_0460.fits,58768.93653,568,2.834000671
461,FRB20121102,FRB20121102_0461.fits,58772.90292,563.6,4.010810447
462,FRB20121102,FRB20121102_0462.fits,58774.92049,566,2.967743785
463,FRB20121102,FRB20121102_0463.fits,58776.83642,567.4,3.883802611
464,FRB20121102,FRB20121102_0464.fits,58776.8371,564.4,1.219190983
465,FRB20121102,FRB20121102_0465.fits,58776.8393,564.4,0.535939937
466,FRB20121102,FRB20121102_0466.fits,58776.85112,565.4,2.993496764
467,FRB20121102,FRB20121102_0467.fits,58776.85711,564.7,2.303186059
468,FRB20121102,FRB20121102_0468.fits,58776.87302,565.6,0.812416384
469,FRB20121102,FRB20121102_0469.fits,58776.87366,567.6,3.550174995
470,FRB20121102,FRB20121102_0470.fits,58776.87393,566,0.144397351
