sample_id,source_sample_id,true_label,dm,flux_density,width,arrival_time,sweep_contained,peak_sigma,peak_time_s
sample_000547,frb_00547,FRB,527.5368,11.084585,0.003147,1.460447,0,3.12,0.31457
sample_000548,frb_00548,FRB,639.72175,10.638862,0.004754,1.053699,1,378.24,0.21823
sample_000549,frb_00549,FRB,367.35209,7.734863,0.00345,0.755618,1,357.18,0.2261
sample_000550,frb_00550,FRB,675.035272,5.744452,0.003923,1.023044,0,5.05,0.13566
sample_000551,frb_00551,FRB,680.568424,5.289651,0.003805,0.722531,0,3.34,0.26935
sample_000552,frb_00552,FRB,432.281976,11.789502,0.004151,0.565577,1,694.13,0.16515
sample_000553,frb_00553,FRB,791.979597,11.631635,0.003774,0.552687,0,3.43,0.01966
sample_000554,frb_00554,FRB,431.278577,9.566357,0.003959,1.444682,0,3.12,0.49742
sample_000555,frb_00555,FRB,473.981638,6.528056,0.003313,1.383481,0,3.38,0.67437
sample_000556,frb_00556,FRB,739.843528,6.947544,0.003221,0.35679,0,3.01,0.1799
sample_000557,frb_00557,FRB,310.312339,8.675413,0.003024,0.468555,1,345.73,0.15532
sample_000558,frb_00558,FRB,795.804989,7.465599,0.004033,0.901656,0,3.85,0.14746
sample_000559,frb_00559,FRB,424.269426,9.861983,0.003731,0.573175,1,136.96,0.35979
sample_000560,frb_00560,FRB,532.476013,11.003508,0.003646,0.366761,0,3.16,0.40305
sample_000561,frb_00561,FRB,834.5945,7.312347,0.003459,0.559604,0,4.54,0.04129
sample_000562,frb_00562,FRB,407.077288,10.12756,0.004838,1.146178,1,197.3,0.74711
sample_000563,frb_00563,FRB,331.192723,8.828126,0.003853,1.571568,1,362.02,1.08331
sample_000564,frb_00564,FRB,307.012636,4.987541,0.004321,0.591706,1,78.19,0.3362
sample_000565,frb_00565,FRB,162.751478,4.034129,0.004197,1.553887,1,197.85,1.38609
sample_000566,frb_00566,FRB,133.393602,4.787231,0.004705,0.61111,1,224.56,0.46989
sample_000567,frb_00567,FRB,516.970403,4.700827,0.003577,0.918666,1,192.57,0.68026
sample_000568,frb_00568,FRB,386.774628,6.94567,0.004994,0.942087,1,240.31,0.39322
sample_000569,frb_00569,FRB,779.481705,5.772837,0.003678,0.580792,0,2.37,0.0983
sample_000570,frb_00570,FRB,152.825231,6.632746,0.004849,1.570891,1,383.66,1.40182
sample_000571,frb_00571,FRB,365.105043,4.313224,0.003266,1.231551,1,147.64,1.0086
sample_000572,frb_00572,FRB,737.651646,8.913489,0.003163,1.127236,0,3.73,0.11993
sample_000573,frb_00573,FRB,154.476528,7.699605,0.004033,0.624265,1,435.99,0.51118
sample_000574,frb_00574,FRB,336.819049,4.654475,0.003008,1.415302,0,3.04,0.91914
sample_000575,frb_00575,FRB,897.620821,7.722461,0.004779,0.632987,0,0.0,0.0
sample_000576,frb_00576,FRB,665.614712,7.855242,0.00478,0.404718,0,4.0,0.03244
sample_000577,frb_00577,FRB,458.045556,4.782791,0.004703,1.500071,0,3.25,0.36962
sample_000578,frb_00578,FRB,854.98013,5.37937,0.004792,1.53213,0,2.08,0.0059
sample_000579,frb_00579,FRB,347.767816,10.840898,0.003703,0.769869,1,135.41,0.29098
sample_000580,frb_00580,FRB,882.858762,10.577834,0.004897,0.443005,0,0.0,0.0
sample_000581,frb_00581,FRB,316.080756,7.839627,0.003493,1.374566,1,248.96,1.2406
sample_000582,frb_00582,FRB,287.600366,9.214292,0.003682,0.621344,1,452.35,0.36962
sample_000583,frb_00583,FRB,231.696465,10.563594,0.003519,1.370842,1,415.28,1.12853
sample_000584,frb_00584,FRB,599.069711,8.392542,0.003639,1.521526,0,4.07,0.25756
sample_000585,frb_00585,FRB,697.304819,5.334273,0.003195,0.386202,1,179.13,0.13369
sample_000586,frb_00586,FRB,687.177777,5.612511,0.003585,0.805848,0,3.67,0.41091
sample_000587,frb_00587,FRB,602.333369,9.127575,0.003029,1.309733,0,3.27,0.17007
sample_000588,frb_00588,FRB,198.066089,6.662544,0.003342,0.75537,1,248.39,0.58393
sample_000589,frb_00589,FRB,622.404002,9.077204,0.003699,1.187573,0,2.89,0.46203
sample_000590,frb_00590,FRB,657.748093,6.645814,0.004502,1.11547,1,405.35,0.43647
sample_000591,frb_00591,FRB,771.960981,8.635379,0.003757,1.250432,0,2.93,0.13173
sample_000592,frb_00592,FRB,267.490142,6.841772,0.004749,1.072527,1,470.11,0.90636
sample_000593,frb_00593,FRB,785.416531,7.68434,0.004861,0.371118,0,2.87,0.01868
sample_000594,frb_00594,FRB,621.863261,8.20235,0.004643,1.134054,1,771.64,0.32834
sample_000595,frb_00595,FRB,281.673414,7.810529,0.00393,1.549082,1,233.04,1.2288
sample_000596,frb_00596,FRB,324.802388,5.062252,0.004889,0.937395,1,189.0,0.56623
sample_000597,frb_00597,FRB,516.385164,7.742315,0.004838,0.747659,1,341.22,0.40501
sample_000598,frb_00598,FRB,369.731958,5.07032,0.004505,1.437423,1,333.05,1.00467
sample_000599,frb_00599,FRB,198.752697,11.155043,0.00302,1.068487,1,166.62,0.98304
sample_000600,frb_00600,FRB,799.825798,9.453266,0.004869,1.570449,0,3.44,0.06685
sample_000601,frb_00601,FRB,591.045925,5.743842,0.003809,1.185048,0,3.38,0.38732
sample_000602,frb_00602,FRB,476.091624,6.147533,0.003075,0.779571,1,61.05,0.02556
sample_000603,frb_00603,FRB,527.748863,4.241534,0.004173,0.910601,1,129.48,0.69403
sample_000604,frb_00604,FRB,899.143052,7.847567,0.004499,0.986643,0,0.0,0.0
sample_000605,frb_00605,FRB,804.506661,4.85638,0.003026,0.893693,0,2.88,0.11108
sample_000606,frb_00606,FRB,432.492415,10.399342,0.003959,0.495752,1,522.3,0.21234
sample_000607,frb_00607,FRB,252.901206,8.347764,0.004561,0.542278,1,462.85,0.44237
sample_000608,frb_00608,FRB,451.401024,4.170627,0.004712,0.503244,1,203.76,0.35979
sample_000609,frb_00609,FRB,299.522513,5.088792,0.003377,1.533506,1,140.87,1.20914
sample_000610,frb_00610,FRB,278.558558,6.494153,0.004315,0.471982,1,180.7,0.17302
sample_000611,frb_00611,FRB,438.341269,5.81619,0.003543,0.77339,1,73.62,0.62718
sample_000612,frb_00612,FRB,633.053825,11.079367,0.003027,1.271198,0,2.68,0.08258
sample_000613,frb_00613,FRB,311.098585,6.620657,0.003821,1.313272,1,171.73,1.16982
sample_000614,frb_00614,FRB,482.737645,7.913367,0.003183,1.438045,0,4.01,0.63308
sample_000615,frb_00615,FRB,706.719582,4.751655,0.0048,1.006817,0,4.1,0.26542
sample_000616,frb_00616,FRB,747.956705,7.804209,0.003053,0.686065,1,151.0,0.06095
sample_000617,frb_00617,FRB,810.238346,11.676465,0.003496,1.64606,0,3.34,0.1219
sample_000618,frb_00618,FRB,862.559673,11.447778,0.004665,1.378166,0,4.61,0.00786
sample_000619,frb_00619,FRB,843.791876,9.702936,0.003018,1.252969,0,1.93,0.02163
sample_000620,frb_00620,FRB,773.408862,7.329675,0.004192,0.549214,0,3.03,0.13959
sample_000621,frb_00621,FRB,860.279898,10.774404,0.00308,0.671623,0,2.08,0.00786
sample_000622,frb_00622,FRB,412.056404,9.196015,0.00308,1.031364,1,326.28,0.40501
sample_000623,frb_00623,FRB,263.163196,11.791166,0.00318,1.05616,1,351.95,0.65864
sample_000624,frb_00624,FRB,532.447415,10.941991,0.004103,0.841398,1,322.0,0.6606
sample_000625,frb_00625,FRB,896.724992,5.060262,0.003874,1.535078,0,0.0,0.0
sample_000626,frb_00626,FRB,233.46706,9.530289,0.004869,0.769603,1,719.15,0.55837
sample_000627,frb_00627,FRB,598.780099,10.008674,0.004304,0.636708,0,3.44,0.12091
sample_000628,frb_00628,FRB,682.583793,4.433093,0.003646,1.013471,1,186.3,0.1042
sample_000629,frb_00629,FRB,289.851702,10.5124,0.004792,0.811247,1,495.17,0.69009
sample_000630,frb_00630,FRB,305.111722,10.279699,0.003928,1.396544,1,454.62,0.91226
sample_000631,frb_00631,FRB,434.539497,5.075292,0.004861,1.489017,0,3.57,0.86901
sample_000632,frb_00632,FRB,549.762777,10.98092,0.003971,0.627958,1,325.65,0.17105
sample_000633,frb_00633,FRB,127.28007,8.54339,0.003313,1.16415,1,429.99,1.09707
sample_000634,frb_00634,FRB,196.500231,6.770686,0.004185,0.708459,1,245.6,0.40108
sample_000635,frb_00635,FRB,487.581776,4.119681,0.004779,0.764946,1,189.74,0.48759
sample_000636,frb_00636,FRB,398.144523,5.712716,0.003185,0.907825,1,202.09,0.68813
sample_000637,frb_00637,FRB,479.524172,4.152028,0.003841,1.628653,0,3.79,0.24871
sample_000638,frb_00638,FRB,614.941335,10.686806,0.004857,0.865219,0,5.02,0.13369
sample_000639,frb_00639,FRB,160.760869,11.696462,0.004267,0.781834,1,479.37,0.59965
sample_000640,frb_00640,FRB,572.378775,8.233233,0.00423,1.582183,0,3.02,0.2261
sample_000641,frb_00641,FRB,412.938398,11.871858,0.003924,0.561699,0,3.73,0.20054
sample_000642,frb_00642,FRB,771.836656,10.167865,0.004162,0.677779,1,244.46,0.09044
sample_000643,frb_00643,FRB,785.48509,9.404172,0.003277,0.691471,1,500.24,0.1101
sample_000644,frb_00644,FRB,498.371198,11.941739,0.004458,1.122011,1,389.34,0.85131
sample_000645,frb_00645,FRB,215.476501,4.571898,0.004903,0.473031,1,105.14,0.34013
sample_000646,frb_00646,FRB,541.72459,11.591976,0.003413,0.791872,1,665.02,0.5505
sample_000647,frb_00647,FRB,161.20425,8.48781,0.003175,0.379678,1,719.47,0.2084
sample_000648,frb_00648,FRB,722.989225,4.250331,0.004093,0.829087,0,3.83,0.27132
sample_000649,frb_00649,FRB,323.292854,5.779148,0.004906,0.35398,1,423.02,0.25362
sample_000650,frb_00650,FRB,779.137039,7.918119,0.003357,0.357989,0,4.13,0.04522
sample_000651,frb_00651,FRB,228.497624,11.87646,0.003824,1.647351,0,3.29,1.14426
sample_000652,frb_00652,FRB,460.286533,4.017336,0.003098,1.197549,1,51.95,0.61735
sample_000653,frb_00653,FRB,706.566821,4.411667,0.004898,1.191925,0,3.92,0.2841
sample_000654,frb_00654,FRB,791.714881,8.616683,0.004346,1.592695,0,3.09,0.08061
sample_000655,frb_00655,FRB,397.278773,8.172047,0.004427,0.595605,1,159.64,0.16908
sample_000656,frb_00656,FRB,879.592718,4.595723,0.003078,1.238493,0,0.0,0.0
sample_000657,frb_00657,FRB,342.725847,6.674293,0.004729,1.041691,1,444.83,0.81592
sample_000658,frb_00658,FRB,228.7549,11.783538,0.004989,1.480984,1,432.09,1.19538
sample_000659,frb_00659,FRB,297.596455,6.518522,0.003782,0.468121,1,211.82,0.04325
sample_000660,frb_00660,FRB,663.166713,4.802484,0.003359,1.584504,0,4.79,0.40894
sample_000661,frb_00661,FRB,713.904196,8.059175,0.004287,1.28353,0,3.04,0.02851
sample_000662,frb_00662,FRB,703.693905,4.757979,0.003667,0.481335,0,3.08,0.30769
sample_000663,frb_00663,FRB,870.190587,10.043792,0.003123,0.65177,0,0.0,0.0
sample_000664,frb_00664,FRB,593.547247,4.112378,0.004154,0.520972,0,3.06,0.62128
sample_000665,frb_00665,FRB,319.073993,7.218972,0.003149,1.551761,1,218.22,1.18751
sample_000666,frb_00666,FRB,456.258476,8.598383,0.003481,1.121738,1,247.32,0.76481
sample_000667,frb_00667,FRB,667.707957,7.730659,0.004856,0.932488,1,400.05,0.42271
sample_000668,frb_00668,FRB,746.455621,6.032408,0.004017,0.810435,1,95.67,0.16712
sample_000669,frb_00669,FRB,344.284724,4.736926,0.003607,0.779075,1,67.19,0.58393
sample_000670,frb_00670,FRB,586.23961,10.661127,0.004303,0.601302,0,82.99,0.00786
sample_000671,frb_00671,FRB,721.155678,7.675267,0.003455,1.214357,0,2.73,0.21725
sample_000672,frb_00672,FRB,144.938756,6.711945,0.004862,1.115107,1,309.44,0.97518
sample_000673,frb_00673,FRB,172.690391,5.269402,0.004217,0.877561,1,196.92,0.66454
sample_000674,frb_00674,FRB,557.514147,8.349614,0.00389,1.581523,0,3.55,0.52789
sample_000675,frb_00675,FRB,341.486829,5.589104,0.003604,0.733352,1,420.92,0.49349
sample_000676,frb_00676,FRB,332.126448,7.442386,0.004836,0.853796,1,307.0,0.54854
sample_000677,frb_00677,FRB,532.541935,8.861068,0.004441,0.978424,0,29.21,0.7766
sample_000678,frb_00678,FRB,121.780907,6.147479,0.003348,1.508459,1,182.02,1.46473
sample_000679,frb_00679,FRB,232.523814,11.030689,0.004451,0.870008,1,587.12,0.72942
sample_000680,frb_00680,FRB,813.485872,11.803636,0.003481,0.433164,0,3.13,0.11403
sample_000681,frb_00681,FRB,869.74469,8.850462,0.004808,0.370871,0,0.0,0.0
sample_000682,frb_00682,FRB,820.656974,10.236085,0.004691,1.272781,0,2.37,0.09535
sample_000683,frb_00683,FRB,681.076014,6.747663,0.003068,1.079811,0,104.2,0.4345
sample_000684,frb_00684,FRB,602.584166,10.777144,0.004621,1.099847,0,3.07,0.25559
sample_000685,frb_00685,FRB,686.641547,10.935471,0.003646,1.016988,0,3.13,0.28017
sample_000686,frb_00686,FRB,266.635734,6.539118,0.003109,0.702267,1,172.07,0.47383
sample_000687,frb_00687,FRB,862.186993,9.85083,0.003438,1.631757,0,1.74,0.00492
sample_000688,frb_00688,FRB,839.938259,11.510162,0.004487,1.491915,0,3.36,0.04915
sample_000689,frb_00689,FRB,647.192268,9.901763,0.003973,0.653993,0,132.15,0.00393
sample_000690,frb_00690,FRB,713.809171,6.775516,0.004989,0.70551,0,2.4,0.03932
sample_000691,frb_00691,FRB,275.582627,7.302906,0.003288,1.384995,1,147.46,1.30351
sample_000692,frb_00692,FRB,625.654873,10.494568,0.004014,0.811772,1,653.49,0.31261
sample_000693,frb_00693,FRB,557.577164,5.802904,0.003795,0.898681,1,166.65,0.30671
sample_000694,frb_00694,FRB,298.095436,7.797523,0.004373,1.520296,0,3.55,0.27034
sample_000695,frb_00695,FRB,778.35556,6.684884,0.003849,1.469994,0,3.26,0.10519
sample_000696,frb_00696,FRB,888.543012,6.281825,0.004816,0.854848,0,0.0,0.0
sample_000697,frb_00697,FRB,130.077089,8.33172,0.004569,0.37494,1,242.53,0.31064
sample_000698,frb_00698,FRB,229.665825,5.994983,0.00465,0.846435,1,179.63,0.57803
sample_000699,frb_00699,FRB,284.954454,8.338141,0.00464,0.52194,1,399.52,0.2261
sample_000700,frb_00700,FRB,705.476704,10.268602,0.004506,1.118795,0,146.18,0.37945
sample_000701,frb_00701,FRB,403.365024,7.853139,0.00357,1.010411,1,411.11,0.65667
sample_000702,frb_00702,FRB,863.237889,9.631013,0.003406,0.414851,0,2.25,0.0118
sample_000703,frb_00703,FRB,695.544196,9.242611,0.003364,0.57657,1,206.45,0.01966
sample_000704,frb_00704,FRB,898.320488,10.872237,0.00354,0.934947,0,0.0,0.0
sample_000705,frb_00705,FRB,485.713934,7.542665,0.004382,1.028374,1,371.11,0.83165
sample_000706,frb_00706,FRB,775.126173,4.656974,0.004681,1.137113,1,75.88,0.1219
sample_000707,frb_00707,FRB,727.895029,7.687664,0.00363,0.488398,0,2.51,0.08159
sample_000708,frb_00708,FRB,783.034489,10.001658,0.004848,0.869161,1,1057.99,0.17498
sample_000709,frb_00709,FRB,170.447179,9.231251,0.004448,0.796966,1,419.27,0.52691
sample_000710,frb_00710,FRB,447.894041,4.037169,0.00367,0.629113,1,82.02,0.41288
sample_000711,frb_00711,FRB,554.483186,5.004417,0.004856,1.26351,0,3.27,0.5505
sample_000712,frb_00712,FRB,448.53495,8.013782,0.00345,1.208834,0,2.99,0.84935
sample_000713,frb_00713,FRB,598.587106,6.369651,0.003181,0.938397,1,196.75,0.06095
sample_000714,frb_00714,FRB,154.425188,9.954421,0.003432,0.525158,1,290.9,0.47383
sample_000715,frb_00715,FRB,158.428856,9.220574,0.003014,0.533754,1,604.85,0.41681
sample_000716,frb_00716,FRB,600.01555,11.454943,0.003024,0.749346,1,525.69,0.30671
sample_000717,frb_00717,FRB,817.557688,6.917857,0.003877,1.558672,0,2.36,0.03637
sample_000718,frb_00718,FRB,860.408465,9.30494,0.003454,1.580709,0,1.16,0.00885
sample_000719,frb_00719,FRB,741.221871,10.339942,0.003175,1.417024,0,3.12,0.13861
sample_000720,frb_00720,FRB,791.599628,9.160338,0.003039,1.365757,0,2.21,0.1219
sample_000721,frb_00721,FRB,855.655279,6.321534,0.003945,1.34581,0,1.77,0.03441
sample_000722,frb_00722,FRB,295.558245,5.637029,0.004749,0.543097,1,257.07,0.20251
sample_000723,frb_00723,FRB,472.339069,9.894073,0.003906,1.42821,1,138.98,0.77267
sample_000724,frb_00724,FRB,135.827161,10.0961,0.004514,1.647744,1,878.92,1.54337
sample_000725,frb_00725,FRB,833.176877,7.590168,0.004307,0.603575,0,2.38,0.03932
sample_000726,frb_00726,FRB,617.920104,5.17896,0.003378,0.951273,1,232.64,0.26149
sample_000727,frb_00727,FRB,385.871893,10.313821,0.004523,1.169192,1,435.28,0.64094
sample_000728,frb_00728,FRB,277.47162,5.45394,0.003707,1.31882,1,375.89,1.05185
sample_000729,frb_00729,FRB,132.277195,9.944809,0.003751,0.744443,1,263.58,0.64291
sample_000730,frb_00730,FRB,782.461889,4.072681,0.004882,1.560666,0,2.38,0.08356
sample_000731,frb_00731,FRB,595.881333,4.551587,0.004217,0.626533,1,108.21,0.12386
sample_000732,frb_00732,FRB,843.121071,4.540902,0.004976,1.409822,0,2.16,0.02949
sample_000733,frb_00733,FRB,646.720685,5.063309,0.00338,0.886943,0,3.35,0.29098
sample_000734,frb_00734,FRB,244.497288,9.739646,0.004878,0.740805,1,470.46,0.48562
sample_000735,frb_00735,FRB,483.637912,7.686706,0.004627,1.220877,0,3.36,0.12976
sample_000736,frb_00736,FRB,718.461357,4.637126,0.004553,1.490849,0,2.57,0.11108
sample_000737,frb_00737,FRB,577.010311,6.606873,0.003512,1.394209,0,3.97,0.20644
sample_000738,frb_00738,FRB,650.855239,6.324524,0.003896,1.438821,0,3.88,0.17891
sample_000739,frb_00739,FRB,249.581181,6.995201,0.00323,1.109705,1,431.13,0.95355
sample_000740,frb_00740,FRB,532.141895,10.078289,0.003017,1.368402,0,2.85,0.20546
sample_000741,frb_00741,FRB,639.575916,10.643239,0.004406,1.176217,1,513.8,0.38339
sample_000742,frb_00742,FRB,282.605488,6.816754,0.00447,1.11946,1,138.23,1.01057
sample_000743,frb_00743,FRB,207.691849,7.949846,0.003313,0.738515,1,363.28,0.45023
sample_000744,frb_00744,FRB,577.950345,4.338447,0.003075,0.459506,1,294.76,0.1278
sample_000745,frb_00745,FRB,783.177916,8.103193,0.003401,1.063089,1,224.34,0.03146
sample_000746,frb_00746,FRB,148.287696,10.680162,0.003562,1.115228,1,226.48,1.02629
sample_000747,frb_00747,FRB,174.58475,6.270484,0.004011,0.551228,1,425.06,0.39125
sample_000748,frb_00748,FRB,253.97025,8.370448,0.003099,1.551861,1,305.2,1.29761
sample_000749,frb_00749,FRB,385.030176,6.514811,0.003593,1.48267,0,3.57,0.80314
sample_000750,frb_00750,FRB,863.403079,5.914587,0.004117,1.026659,0,1.83,0.01573
sample_000751,frb_00751,FRB,719.656076,8.901761,0.003069,0.750469,0,2.48,0.14942
sample_000752,frb_00752,FRB,721.80417,5.930081,0.004017,1.371817,0,2.49,0.21922
sample_000753,frb_00753,FRB,488.224643,7.584549,0.003183,0.563445,1,89.14,0.1278
sample_000754,frb_00754,FRB,706.357564,4.079985,0.004528,1.360283,0,3.11,0.03146
sample_000755,frb_00755,FRB,318.893428,11.093957,0.003808,1.590323,1,342.76,1.23273
sample_000756,frb_00756,FRB,736.455276,7.366957,0.003154,1.328515,0,2.81,0.13959
sample_000757,frb_00757,FRB,715.730804,9.482109,0.003515,0.571378,0,2.69,0.32637
sample_000758,frb_00758,FRB,330.54624,5.754227,0.003013,1.373129,1,133.21,1.0204
sample_000759,frb_00759,FRB,126.498569,10.849,0.00452,1.09746,1,599.44,0.98304
sample_000760,frb_00760,FRB,709.201519,11.601451,0.003992,0.753379,0,2.67,0.20742
sample_000761,frb_00761,FRB,675.765848,4.649788,0.003424,1.183337,0,3.57,0.20447
sample_000762,frb_00762,FRB,782.323364,10.613078,0.003935,0.845587,0,3.13,0.17105
sample_000763,frb_00763,FRB,408.11312,11.397562,0.004963,1.50704,1,600.95,1.02629
sample_000764,frb_00764,FRB,369.568714,4.177305,0.003379,0.446556,0,3.83,0.19268
sample_000765,frb_00765,FRB,331.998284,9.35362,0.003527,1.386365,1,268.25,1.03809
sample_000766,frb_00766,FRB,455.857607,6.144059,0.004501,1.270241,1,154.03,0.73925
sample_000767,frb_00767,FRB,361.288523,9.230432,0.004008,0.761233,1,777.61,0.5446
sample_000768,frb_00768,FRB,314.386293,10.670295,0.003684,1.201384,1,175.6,1.09117
sample_000769,frb_00769,FRB,265.345848,6.084868,0.003129,0.734185,1,94.04,0.6665
sample_000770,frb_00770,FRB,818.271403,10.544435,0.004339,0.698289,0,3.13,0.00295
sample_000771,frb_00771,FRB,451.05823,4.46659,0.004069,1.004424,1,88.44,0.84541
sample_000772,frb_00772,FRB,124.313987,10.705742,0.004833,0.439589,1,618.39,0.37749
sample_000773,frb_00773,FRB,236.835673,6.133921,0.004682,1.008422,1,596.33,0.80806
sample_000774,frb_00774,FRB,120.700713,8.937074,0.003009,1.103414,1,339.21,0.98697
sample_000775,frb_00775,FRB,228.24909,10.609325,0.003598,0.565109,1,163.05,0.48759
sample_000776,frb_00776,FRB,709.529519,6.675944,0.003849,1.242171,1,74.92,0.23396
sample_000777,frb_00777,FRB,850.655832,4.219474,0.003467,0.777734,0,4.49,0.0462
sample_000778,frb_00778,FRB,415.165876,4.661406,0.003735,1.212322,0,4.09,0.65765
sample_000779,frb_00779,FRB,222.108483,4.266853,0.004166,1.15655,1,248.82,0.99877
sample_000780,frb_00780,FRB,754.635205,6.090188,0.003872,0.717518,0,3.14,0.00098
sample_000781,frb_00781,FRB,514.01283,6.718471,0.003096,0.43297,0,3.03,0.63406
sample_000782,frb_00782,FRB,209.787634,5.983174,0.004169,0.974713,1,188.68,0.91816
sample_000783,frb_00783,FRB,458.207999,9.629986,0.004907,0.972533,1,272.74,0.36962
sample_000784,frb_00784,FRB,487.703559,4.145884,0.003664,1.555924,0,3.8,0.18678
sample_000785,frb_00785,FRB,694.999112,6.245361,0.003398,0.812923,0,2.96,0.15532
sample_000786,frb_00786,FRB,868.149139,5.252064,0.003786,0.912647,0,0.0,0.0
sample_000787,frb_00787,FRB,473.180994,6.497239,0.00377,1.119533,0,3.41,0.03539
sample_000788,frb_00788,FRB,386.194642,10.550862,0.004467,0.966662,1,465.71,0.49545
sample_000789,frb_00789,FRB,769.217125,6.36758,0.003775,1.34893,0,3.07,0.058
sample_000790,frb_00790,FRB,127.777181,6.455487,0.004987,1.015262,1,369.05,0.89653
sample_000791,frb_00791,FRB,681.787763,6.979052,0.004261,1.303364,0,3.63,0.3185
sample_000792,frb_00792,FRB,374.542166,5.228867,0.004826,0.404708,1,103.52,0.24576
sample_000793,frb_00793,FRB,262.68049,6.136239,0.004704,0.854655,1,205.74,0.59572
sample_000794,frb_00794,FRB,177.00982,6.502164,0.004007,1.646601,1,304.36,1.56893
sample_000795,frb_00795,FRB,418.818,5.506523,0.003843,1.452321,0,3.12,0.76579
sample_000796,frb_00796,FRB,670.638089,9.453677,0.003804,1.547335,0,2.83,0.40894
sample_000797,frb_00797,FRB,371.380358,7.089417,0.004639,1.61552,0,2.79,0.9624
sample_000798,frb_00798,FRB,538.994143,9.815248,0.003504,0.568141,0,4.04,0.30474
sample_000799,frb_00799,FRB,383.18535,10.756283,0.003413,1.602289,0,3.67,0.59572
sample_000800,frb_00800,FRB,205.058857,10.065853,0.004299,0.721118,1,437.76,0.60948
sample_000801,frb_00801,FRB,367.981535,5.941945,0.004104,0.436901,0,5.13,0.06586
sample_000802,frb_00802,FRB,412.494195,9.644799,0.004959,0.869823,1,613.3,0.39322
sample_000803,frb_00803,FRB,279.313751,4.968854,0.003029,0.85583,1,166.91,0.76874
sample_000804,frb_00804,FRB,169.966371,9.215451,0.003925,0.953771,1,884.53,0.7766
sample_000805,frb_00805,FRB,519.135585,4.732414,0.00324,1.579981,0,3.1,0.76677
sample_000806,frb_00806,FRB,724.015259,10.093335,0.004008,1.287183,0,3.52,0.21627
sample_000807,frb_00807,FRB,353.692317,9.62482,0.003129,0.406102,0,3.27,1.13738
sample_000808,frb_00808,FRB,899.055274,8.750346,0.003467,1.306828,0,0.0,0.0
sample_000809,frb_00809,FRB,522.745815,4.682398,0.004631,0.756194,1,87.84,0.05898
sample_000810,frb_00810,FRB,324.814813,11.689691,0.003361,0.799191,1,193.79,0.52888
sample_000811,frb_00811,FRB,312.642571,6.868494,0.003668,1.512498,0,3.42,0.22512
sample_000812,frb_00812,FRB,785.523633,7.451321,0.004101,1.095307,1,122.03,0.02556
sample_000813,frb_00813,FRB,815.093993,9.568867,0.004778,0.478093,0,1.8,0.04129
sample_000814,frb_00814,FRB,540.01996,11.635884,0.003758,0.729628,1,263.52,0.45613
sample_000815,frb_00815,FRB,421.909821,4.565679,0.004994,0.590258,1,273.35,0.04325
sample_000816,frb_00816,FRB,455.804897,9.021532,0.004628,0.616591,1,169.54,0.42467
sample_000817,frb_00817,FRB,878.037659,4.560577,0.004137,1.166559,0,0.0,0.0
sample_000818,frb_00818,FRB,610.167055,7.243062,0.003432,0.387382,1,139.3,0.19071
sample_000819,frb_00819,FRB,698.230769,8.35805,0.003807,1.610952,0,4.69,0.35586
sample_000820,frb_00820,FRB,631.284849,4.172545,0.003348,0.506066,1,46.95,0.32637
sample_000821,frb_00821,FRB,688.974978,6.775026,0.003615,1.206251,0,2.94,0.29098
sample_000822,frb_00822,FRB,565.389147,8.187094,0.004773,1.276841,1,408.56,0.55247
sample_000823,frb_00823,FRB,660.119439,6.360779,0.004447,1.34881,0,3.49,0.21234
sample_000824,frb_00824,FRB,458.460007,4.274785,0.00418,1.56512,0,3.15,0.13566
sample_000825,frb_00825,FRB,296.375054,6.156766,0.004452,0.666343,1,338.77,0.232
sample_000826,frb_00826,FRB,893.423335,8.482766,0.003728,1.477575,0,0.0,0.0
sample_000827,frb_00827,FRB,130.504264,4.195061,0.00337,0.651794,1,336.95,0.58786
sample_000828,frb_00828,FRB,701.120684,11.474438,0.004718,0.827431,0,3.66,0.13959
sample_000829,frb_00829,FRB,291.727254,11.907101,0.00338,1.255674,1,459.63,1.04006
sample_000830,frb_00830,FRB,571.713898,8.143783,0.004983,1.579705,0,4.07,0.17105
sample_000831,frb_00831,FRB,399.058602,9.518732,0.003719,0.552542,0,3.05,0.96928
sample_000832,frb_00832,FRB,554.996989,6.154416,0.003057,0.855219,1,64.73,0.61342
sample_000833,frb_00833,FRB,440.044181,9.193197,0.004702,0.933156,1,762.63,0.4404
sample_000834,frb_00834,FRB,358.412556,8.691033,0.004654,1.100825,1,467.83,0.54854
sample_000835,frb_00835,FRB,527.21614,8.017055,0.004683,1.412714,0,2.87,0.77562
sample_000836,frb_00836,FRB,518.297432,8.553144,0.004641,0.973226,1,417.63,0.30867
sample_000837,frb_00837,FRB,386.160195,4.107349,0.00424,1.158158,1,100.78,0.57213
sample_000838,frb_00838,FRB,563.864236,10.402827,0.00356,0.480629,0,3.17,0.01573
sample_000839,frb_00839,FRB,765.910144,11.396279,0.004917,1.425806,0,3.38,0.22413
sample_000840,frb_00840,FRB,437.538852,4.752538,0.004569,1.568985,0,2.5,0.75399
sample_000841,frb_00841,FRB,288.68211,6.767424,0.004369,1.350748,1,221.66,1.05578
sample_000842,frb_00842,FRB,834.927868,10.307051,0.003758,1.518329,0,2.47,0.07274
sample_000843,frb_00843,FRB,204.489889,6.117528,0.004911,1.4861,1,342.49,1.21111
