sample_id,label,fits_path,seed,arrival_time,reference_frequency,flux_density,dm_index,width,dm,profile_type,rfi_types
frb_00409,FRB,dataset/fits/frb/frb_00409.fits,1033709344,0.611544,1382.541363,7.123769,-1.9,0.004746,242.843615,2,
frb_00410,FRB,dataset/fits/frb/frb_00410.fits,459018817,0.398888,1229.124566,4.687573,-2.1,0.0032,409.28809,1,
frb_00411,FRB,dataset/fits/frb/frb_00411.fits,1856822585,0.870825,1204.907366,10.788444,-2.0,0.004404,528.12555,1,
frb_00412,FRB,dataset/fits/frb/frb_00412.fits,861227459,0.410135,1102.379322,11.264458,-2.0,0.004642,731.165498,2,
frb_00413,FRB,dataset/fits/frb/frb_00413.fits,1937981307,1.607542,1367.085296,6.901092,-1.9,0.003294,850.345144,2,
frb_00414,FRB,dataset/fits/frb/frb_00414.fits,125918569,0.67413,1125.920074,10.805556,-2.1,0.003535,873.390381,2,
frb_00415,FRB,dataset/fits/frb/frb_00415.fits,353555525,0.96614,1191.080921,10.545793,-2.0,0.004385,781.003246,1,
frb_00416,FRB,dataset/fits/frb/frb_00416.fits,813838578,0.90708,1256.126499,9.900123,-1.9,0.003783,820.651556,1,
frb_00417,FRB,dataset/fits/frb/frb_00417.fits,4628628,1.210435,1166.672577,5.529319,-1.9,0.003204,701.173711,2,
frb_00418,FRB,dataset/fits/frb/frb_00418.fits,2115934629,0.556008,1107.445871,4.761872,-2.1,0.003053,596.398844,2,
frb_00419,FRB,dataset/fits/frb/frb_00419.fits,838424339,0.692579,1308.779173,6.690214,-1.9,0.004083,621.154825,2,
frb_00420,FRB,dataset/fits/frb/frb_00420.fits,569519231,0.631021,1364.914575,10.181767,-1.9,0.003779,859.340679,2,
frb_00421,FRB,dataset/fits/frb/frb_00421.fits,1989682408,1.278485,1105.747419,7.869954,-1.9,0.003066,143.318895,2,
frb_00422,FRB,dataset/fits/frb/frb_00422.fits,1683778788,0.589524,1294.794943,7.529224,-2.1,0.004011,693.007521,1,
frb_00423,FRB,dataset/fits/frb/frb_00423.fits,1686052455,0.982829,1360.780154,4.942092,-2.0,0.003392,626.933689,2,
frb_00424,FRB,dataset/fits/frb/frb_00424.fits,977123038,1.34049,1305.259126,8.258813,-1.9,0.004662,276.936442,1,
frb_00425,FRB,dataset/fits/frb/frb_00425.fits,612568058,0.877119,1326.467767,10.719174,-2.0,0.004545,457.488193,2,
frb_00426,FRB,dataset/fits/frb/frb_00426.fits,908401654,0.459614,1247.966774,9.207673,-1.9,0.003285,813.155801,1,
frb_00427,FRB,dataset/fits/frb/frb_00427.fits,1495918861,1.632687,1254.242766,9.66255,-2.0,0.00373,886.11405,1,
frb_00428,FRB,dataset/fits/frb/frb_00428.fits,2055823970,1.00293,1362.502477,4.715263,-2.1,0.004879,370.010467,2,
frb_00429,FRB,dataset/fits/frb/frb_00429.fits,1568748220,0.743848,1114.28789,8.243182,-1.9,0.003515,837.204638,2,
frb_00430,FRB,dataset/fits/frb/frb_00430.fits,2137653951,0.815358,1276.189983,6.617576,-2.0,0.004733,226.999751,2,
frb_00431,FRB,dataset/fits/frb/frb_00431.fits,1682256072,0.523442,1187.455642,7.022695,-1.9,0.003318,643.553709,1,
frb_00432,FRB,dataset/fits/frb/frb_00432.fits,1193503387,1.586379,1213.371529,4.877847,-2.1,0.003329,819.303755,2,
frb_00433,FRB,dataset/fits/frb/frb_00433.fits,1421357809,1.197541,1149.654346,4.052494,-2.0,0.004137,892.476099,1,
frb_00434,FRB,dataset/fits/frb/frb_00434.fits,1542770022,0.635908,1120.802819,10.083735,-2.1,0.004519,173.867545,1,
frb_00435,FRB,dataset/fits/frb/frb_00435.fits,1045118909,1.488611,1235.1164,5.918307,-1.9,0.003316,236.783446,1,
frb_00436,FRB,dataset/fits/frb/frb_00436.fits,332423660,0.598666,1268.282105,8.920615,-2.1,0.004917,703.680491,1,
frb_00437,FRB,dataset/fits/frb/frb_00437.fits,407802567,0.425578,1327.62473,8.342224,-2.1,0.004105,623.794218,2,
frb_00438,FRB,dataset/fits/frb/frb_00438.fits,637175210,1.613674,1181.798524,10.561704,-2.1,0.004395,690.002182,2,
frb_00439,FRB,dataset/fits/frb/frb_00439.fits,467509111,0.365866,1219.93959,11.184065,-2.0,0.003754,750.492232,2,
frb_00440,FRB,dataset/fits/frb/frb_00440.fits,2080287524,0.621339,1203.695824,4.64498,-2.1,0.003413,668.858677,2,
frb_00441,FRB,dataset/fits/frb/frb_00441.fits,125591916,1.319081,1156.867093,4.364778,-1.9,0.003762,668.170317,1,
frb_00442,FRB,dataset/fits/frb/frb_00442.fits,1243780193,1.098235,1248.451518,10.002164,-2.0,0.003045,386.676354,1,
frb_00443,FRB,dataset/fits/frb/frb_00443.fits,1579983555,0.850817,1301.112635,4.441395,-1.9,0.003296,672.023692,2,
frb_00444,FRB,dataset/fits/frb/frb_00444.fits,1164355337,1.00034,1333.894425,8.325743,-2.0,0.003131,737.52614,1,
frb_00445,FRB,dataset/fits/frb/frb_00445.fits,130905382,0.885493,1187.618045,10.170235,-2.1,0.003418,467.870992,2,
frb_00446,FRB,dataset/fits/frb/frb_00446.fits,1606265294,1.290546,1342.754141,5.052549,-1.9,0.003467,761.677825,2,
frb_00447,FRB,dataset/fits/frb/frb_00447.fits,673461214,0.594188,1192.760933,7.940001,-2.0,0.004002,539.298062,1,
frb_00448,FRB,dataset/fits/frb/frb_00448.fits,122761494,0.840702,1116.209331,7.824474,-2.1,0.004855,302.209137,1,
frb_00449,FRB,dataset/fits/frb/frb_00449.fits,107679842,0.608783,1189.315818,4.449656,-1.9,0.003585,556.132162,2,
frb_00450,FRB,dataset/fits/frb/frb_00450.fits,1254511838,1.098658,1123.714836,9.071486,-2.1,0.003895,725.950324,2,
frb_00451,FRB,dataset/fits/frb/frb_00451.fits,1023895542,0.465532,1393.289079,8.189041,-2.1,0.003601,845.877961,1,
frb_00452,FRB,dataset/fits/frb/frb_00452.fits,1079862963,0.98109,1342.81839,5.502617,-1.9,0.003826,879.13671,2,
frb_00453,FRB,dataset/fits/frb/frb_00453.fits,1974368820,0.767346,1142.440794,9.113242,-2.0,0.003685,313.672756,1,
frb_00454,FRB,dataset/fits/frb/frb_00454.fits,1831202022,1.270402,1310.182021,4.558079,-2.0,0.004864,423.916278,2,
frb_00455,FRB,dataset/fits/frb/frb_00455.fits,1140584702,1.583395,1149.265017,9.341818,-1.9,0.004112,147.863609,1,
frb_00456,FRB,dataset/fits/frb/frb_00456.fits,338084211,1.594952,1207.711279,11.442457,-1.9,0.003881,555.907717,2,
frb_00457,FRB,dataset/fits/frb/frb_00457.fits,122147953,0.93479,1297.635924,7.896633,-2.1,0.004549,818.90491,2,
frb_00458,FRB,dataset/fits/frb/frb_00458.fits,2063256978,1.574791,1162.391952,10.68361,-2.1,0.003739,390.959493,1,
frb_00459,FRB,dataset/fits/frb/frb_00459.fits,1090553394,0.595205,1269.52305,4.052083,-2.0,0.003495,431.085413,1,
frb_00460,FRB,dataset/fits/frb/frb_00460.fits,172038058,1.043391,1150.121156,9.434383,-1.9,0.003728,668.28198,1,
frb_00461,FRB,dataset/fits/frb/frb_00461.fits,1828244201,1.066204,1281.410424,11.957485,-1.9,0.003685,812.74256,2,
frb_00462,FRB,dataset/fits/frb/frb_00462.fits,399056076,1.144184,1272.122982,5.795131,-2.0,0.003771,192.427503,1,
frb_00463,FRB,dataset/fits/frb/frb_00463.fits,147148437,0.998102,1271.322116,5.55577,-2.0,0.003466,160.304838,1,
frb_00464,FRB,dataset/fits/frb/frb_00464.fits,1277828161,0.562721,1142.445928,8.410519,-2.0,0.004454,862.471293,2,
frb_00465,FRB,dataset/fits/frb/frb_00465.fits,145944841,0.680688,1181.666192,10.308404,-1.9,0.00308,790.528143,1,
frb_00466,FRB,dataset/fits/frb/frb_00466.fits,1450007911,0.748392,1353.317621,8.578658,-2.1,0.003676,498.61648,2,
frb_00467,FRB,dataset/fits/frb/frb_00467.fits,1850742647,1.635712,1288.780742,7.785463,-2.0,0.003213,429.495532,2,
frb_00468,FRB,dataset/fits/frb/frb_00468.fits,505096524,1.475993,1145.999932,6.394176,-2.0,0.003095,622.063602,2,
frb_00469,FRB,dataset/fits/frb/frb_00469.fits,867101400,0.952324,1296.260687,4.096985,-2.0,0.003546,648.590951,2,
frb_00470,FRB,dataset/fits/frb/frb_00470.fits,257454534,0.360047,1145.820413,6.638577,-2.1,0.003955,207.259081,1,
frb_00471,FRB,dataset/fits/frb/frb_00471.fits,2022062278,0.704347,1234.349318,9.916975,-2.0,0.004181,682.204876,2,
frb_00472,FRB,dataset/fits/frb/frb_00472.fits,1911877453,1.490296,1137.708322,6.994092,-2.0,0.003381,548.555959,2,
frb_00473,FRB,dataset/fits/frb/frb_00473.fits,1223368637,1.347657,1319.133766,8.719758,-2.0,0.004164,448.72873,1,
frb_00474,FRB,dataset/fits/frb/frb_00474.fits,528743435,1.566446,1275.289791,10.917634,-2.1,0.003383,665.445611,2,
frb_00475,FRB,dataset/fits/frb/frb_00475.fits,1243219202,0.948577,1274.345831,8.831388,-2.0,0.003981,494.908539,2,
frb_00476,FRB,dataset/fits/frb/frb_00476.fits,1276720172,1.000945,1361.507498,9.192941,-1.9,0.00432,595.026449,2,
frb_00477,FRB,dataset/fits/frb/frb_00477.fits,85344576,0.724154,1113.996049,11.529884,-2.0,0.003103,624.041271,2,
frb_00478,FRB,dataset/fits/frb/frb_00478.fits,1330111667,0.990043,1303.407701,9.751589,-1.9,0.003271,550.256897,1,
frb_00479,FRB,dataset/fits/frb/frb_00479.fits,176058027,0.592891,1202.269937,6.952223,-2.0,0.004638,726.133711,2,
frb_00480,FRB,dataset/fits/frb/frb_00480.fits,900278642,1.143851,1233.903801,10.553978,-2.0,0.004462,371.071535,1,
frb_00481,FRB,dataset/fits/frb/frb_00481.fits,1411698122,1.345531,1355.684463,7.507723,-2.0,0.004449,651.630232,1,
frb_00482,FRB,dataset/fits/frb/frb_00482.fits,1253426695,1.182154,1340.984843,8.470494,-2.1,0.003655,243.643582,1,
frb_00483,FRB,dataset/fits/frb/frb_00483.fits,1213815578,1.457733,1274.03891,10.008886,-2.0,0.0044,287.660685,1,
frb_00484,FRB,dataset/fits/frb/frb_00484.fits,1122667339,1.063881,1356.100342,9.931934,-2.1,0.004071,621.200269,1,
frb_00485,FRB,dataset/fits/frb/frb_00485.fits,679399072,1.010086,1318.483054,8.589275,-1.9,0.003958,204.240396,2,
frb_00486,FRB,dataset/fits/frb/frb_00486.fits,2007266411,0.367211,1212.972143,5.752712,-2.1,0.003293,549.118687,2,
frb_00487,FRB,dataset/fits/frb/frb_00487.fits,559990066,0.71512,1157.469037,8.068077,-2.0,0.00482,140.128193,1,
frb_00488,FRB,dataset/fits/frb/frb_00488.fits,438643293,0.363106,1256.214489,6.674682,-2.0,0.004242,619.809529,1,
frb_00489,FRB,dataset/fits/frb/frb_00489.fits,1438225582,0.933781,1143.096003,9.909033,-2.0,0.004684,542.122905,2,
frb_00490,FRB,dataset/fits/frb/frb_00490.fits,1538010183,1.505836,1269.761418,8.518507,-2.1,0.003174,697.827334,2,
frb_00491,FRB,dataset/fits/frb/frb_00491.fits,674704718,1.428533,1257.89819,7.391149,-1.9,0.004614,172.307763,2,
frb_00492,FRB,dataset/fits/frb/frb_00492.fits,512574191,1.117779,1238.424643,4.152127,-2.0,0.003069,335.501571,1,
frb_00493,FRB,dataset/fits/frb/frb_00493.fits,570402825,1.622758,1295.865121,4.465733,-2.1,0.003246,832.469011,1,
frb_00494,FRB,dataset/fits/frb/frb_00494.fits,849943636,0.873916,1115.533191,10.700335,-2.0,0.004628,784.122838,1,
frb_00495,FRB,dataset/fits/frb/frb_00495.fits,281058963,0.468288,1122.467843,8.35335,-2.0,0.004378,822.452849,1,
frb_00496,FRB,dataset/fits/frb/frb_00496.fits,1442443775,1.59797,1160.959182,8.251642,-2.1,0.004921,588.13226,1,
frb_00497,FRB,dataset/fits/frb/frb_00497.fits,1386202389,1.186129,1241.587459,6.348884,-2.0,0.004865,289.919949,2,
frb_00498,FRB,dataset/fits/frb/frb_00498.fits,644238818,0.684115,1318.227027,5.32466,-2.1,0.004537,584.269752,2,
frb_00499,FRB,dataset/fits/frb/frb_00499.fits,981882299,1.555294,1319.764899,9.32459,-2.1,0.004103,412.667618,1,
frb_00500,FRB,dataset/fits/frb/frb_00500.fits,678985350,0.65435,1149.001632,5.513419,-1.9,0.004138,478.286148,2,
frb_00501,FRB,dataset/fits/frb/frb_00501.fits,1995051678,0.369391,1283.29414,6.871095,-2.1,0.004855,405.861944,1,
frb_00502,FRB,dataset/fits/frb/frb_00502.fits,1614616698,0.533715,1109.881832,7.370227,-2.1,0.003768,398.390255,1,
frb_00503,FRB,dataset/fits/frb/frb_00503.fits,2009474094,0.700218,1198.882446,7.161143,-1.9,0.004159,571.775082,2,
frb_00504,FRB,dataset/fits/frb/frb_00504.fits,155785154,0.984231,1217.347744,10.54511,-1.9,0.003804,286.565679,1,
frb_00505,FRB,dataset/fits/frb/frb_00505.fits,20004794,0.819752,1121.225817,5.207168,-1.9,0.003687,687.11639,2,
frb_00506,FRB,dataset/fits/frb/frb_00506.fits,984160660,1.367562,1191.553038,9.986787,-2.1,0.004299,357.524564,1,
frb_00507,FRB,dataset/fits/frb/frb_00507.fits,1333929335,0.527449,1188.896262,11.299886,-2.0,0.004528,559.927727,1,
frb_00508,FRB,dataset/fits/frb/frb_00508.fits,2144164578,1.088513,1107.608172,10.186159,-1.9,0.003211,387.533407,2,
frb_00509,FRB,dataset/fits/frb/frb_00509.fits,1209019635,1.119602,1231.706073,4.163367,-1.9,0.004751,642.358172,2,
frb_00510,FRB,dataset/fits/frb/frb_00510.fits,2139100839,1.443814,1210.324838,7.066897,-2.0,0.003222,182.046124,1,
frb_00511,FRB,dataset/fits/frb/frb_00511.fits,214708107,1.616043,1218.028682,4.257379,-2.0,0.004992,763.69826,1,
frb_00512,FRB,dataset/fits/frb/frb_00512.fits,157326193,0.733207,1129.73501,6.926497,-2.1,0.00394,602.921007,2,
frb_00513,FRB,dataset/fits/frb/frb_00513.fits,1154561094,1.149143,1216.499029,9.179142,-2.1,0.003717,215.177897,1,
frb_00514,FRB,dataset/fits/frb/frb_00514.fits,457745398,1.177846,1233.329866,5.005628,-2.0,0.00356,891.592957,2,
frb_00515,FRB,dataset/fits/frb/frb_00515.fits,1086379111,1.085939,1100.658978,11.296044,-1.9,0.003344,850.86075,2,
frb_00516,FRB,dataset/fits/frb/frb_00516.fits,569513560,0.985463,1224.83954,10.249015,-2.0,0.00437,271.403081,1,
frb_00517,FRB,dataset/fits/frb/frb_00517.fits,284448309,0.548805,1135.709633,9.317889,-2.1,0.004751,632.663601,2,
frb_00518,FRB,dataset/fits/frb/frb_00518.fits,2004159264,0.870241,1192.284371,7.122617,-1.9,0.003086,636.15712,1,
frb_00519,FRB,dataset/fits/frb/frb_00519.fits,749490765,0.584441,1258.454361,10.337775,-2.1,0.004961,615.940511,2,
frb_00520,FRB,dataset/fits/frb/frb_00520.fits,1891641409,1.360562,1275.266026,6.422982,-2.1,0.003303,796.020444,1,
frb_00521,FRB,dataset/fits/frb/frb_00521.fits,147728210,0.869528,1295.640432,11.286775,-2.1,0.004682,714.787614,2,
frb_00522,FRB,dataset/fits/frb/frb_00522.fits,1888218466,0.995024,1117.389952,8.471855,-1.9,0.004471,885.611835,2,
frb_00523,FRB,dataset/fits/frb/frb_00523.fits,524596787,0.441068,1171.383947,11.446936,-2.0,0.003877,418.211342,1,
frb_00524,FRB,dataset/fits/frb/frb_00524.fits,793553386,1.26883,1227.869996,9.145671,-2.0,0.003262,293.56788,2,
frb_00525,FRB,dataset/fits/frb/frb_00525.fits,612005770,0.402059,1390.362768,7.183752,-2.1,0.00332,863.121491,2,
frb_00526,FRB,dataset/fits/frb/frb_00526.fits,338758749,0.841292,1138.334347,7.600058,-1.9,0.004153,881.325891,1,
frb_00527,FRB,dataset/fits/frb/frb_00527.fits,940994193,0.688978,1387.936483,10.857606,-2.0,0.003512,422.747135,2,
frb_00528,FRB,dataset/fits/frb/frb_00528.fits,1790453658,0.813265,1226.669053,8.500604,-1.9,0.004906,414.631926,2,
frb_00529,FRB,dataset/fits/frb/frb_00529.fits,1166551687,1.38414,1327.074287,5.61375,-2.0,0.004941,551.205124,2,
frb_00530,FRB,dataset/fits/frb/frb_00530.fits,1510840482,0.776431,1143.647876,9.308683,-2.1,0.004555,317.383434,1,
frb_00531,FRB,dataset/fits/frb/frb_00531.fits,649650612,1.589574,1349.571274,4.090417,-2.1,0.004273,436.705074,1,
frb_00532,FRB,dataset/fits/frb/frb_00532.fits,1313567991,0.925908,1202.088833,4.574627,-2.0,0.003339,367.714586,1,
frb_00533,FRB,dataset/fits/frb/frb_00533.fits,2112808895,1.552556,1163.027442,5.462606,-2.0,0.003905,333.120057,1,
frb_00534,FRB,dataset/fits/frb/frb_00534.fits,2120066861,0.768233,1319.156959,5.125522,-2.1,0.004769,877.884969,1,
frb_00535,FRB,dataset/fits/frb/frb_00535.fits,1733233929,0.940626,1294.560993,11.39163,-2.0,0.0047,458.735531,1,
frb_00536,FRB,dataset/fits/frb/frb_00536.fits,1404403444,1.252278,1269.006664,10.470864,-2.1,0.003738,318.087248,2,
frb_00537,FRB,dataset/fits/frb/frb_00537.fits,1135891496,0.531357,1321.400916,7.556027,-1.9,0.003925,597.071889,1,
frb_00538,FRB,dataset/fits/frb/frb_00538.fits,16799993,1.066378,1159.979886,7.964788,-2.0,0.004146,699.824613,2,
frb_00539,FRB,dataset/fits/frb/frb_00539.fits,1434225305,1.209295,1264.97342,4.723539,-2.1,0.004476,716.379218,1,
frb_00540,FRB,dataset/fits/frb/frb_00540.fits,1754717774,0.562255,1192.344491,10.267057,-2.0,0.003004,632.235711,2,
frb_00541,FRB,dataset/fits/frb/frb_00541.fits,1190999340,1.016804,1254.050306,4.427275,-2.0,0.004925,156.948895,1,
frb_00542,FRB,dataset/fits/frb/frb_00542.fits,642910966,0.901365,1186.818266,4.757929,-2.0,0.004719,788.676538,2,
frb_00543,FRB,dataset/fits/frb/frb_00543.fits,2000930864,1.600041,1242.960622,7.119408,-2.1,0.004005,501.133626,2,
frb_00544,FRB,dataset/fits/frb/frb_00544.fits,1424616420,1.477136,1312.749885,8.796723,-1.9,0.004111,877.386588,2,
frb_00545,FRB,dataset/fits/frb/frb_00545.fits,222450318,0.887688,1377.955344,5.838144,-1.9,0.003487,648.499725,2,
frb_00546,FRB,dataset/fits/frb/frb_00546.fits,2016336824,1.471881,1314.945536,11.288139,-2.1,0.003325,325.866042,2,
frb_00547,FRB,dataset/fits/frb/frb_00547.fits,1885763299,1.460447,1205.898011,11.084585,-1.9,0.003147,527.5368,2,
frb_00548,FRB,dataset/fits/frb/frb_00548.fits,288387976,1.053699,1150.8404,10.638862,-2.1,0.004754,639.72175,2,
frb_00549,FRB,dataset/fits/frb/frb_00549.fits,567936248,0.755618,1123.335855,7.734863,-2.0,0.00345,367.35209,2,
frb_00550,FRB,dataset/fits/frb/frb_00550.fits,247881175,1.023044,1260.055469,5.744452,-1.9,0.003923,675.035272,2,
frb_00551,FRB,dataset/fits/frb/frb_00551.fits,1910643500,0.722531,1168.040053,5.289651,-2.1,0.003805,680.568424,2,
frb_00552,FRB,dataset/fits/frb/frb_00552.fits,229858005,0.565577,1223.129822,11.789502,-2.0,0.004151,432.281976,2,
frb_00553,FRB,dataset/fits/frb/frb_00553.fits,1594327694,0.552687,1381.265533,11.631635,-1.9,0.003774,791.979597,1,
frb_00554,FRB,dataset/fits/frb/frb_00554.fits,1188038732,1.444682,1274.137701,9.566357,-1.9,0.003959,431.278577,2,
frb_00555,FRB,dataset/fits/frb/frb_00555.fits,333821846,1.383481,1241.320651,6.528056,-2.1,0.003313,473.981638,1,
frb_00556,FRB,dataset/fits/frb/frb_00556.fits,584863341,0.35679,1302.971056,6.947544,-2.0,0.003221,739.843528,1,
frb_00557,FRB,dataset/fits/frb/frb_00557.fits,605066990,0.468555,1203.352988,8.675413,-2.1,0.003024,310.312339,2,
frb_00558,FRB,dataset/fits/frb/frb_00558.fits,1298862166,0.901656,1125.976062,7.465599,-2.1,0.004033,795.804989,1,
frb_00559,FRB,dataset/fits/frb/frb_00559.fits,452323735,0.573175,1335.991956,9.861983,-1.9,0.003731,424.269426,1,
frb_00560,FRB,dataset/fits/frb/frb_00560.fits,1541060436,0.366761,1124.152589,11.003508,-1.9,0.003646,532.476013,2,
frb_00561,FRB,dataset/fits/frb/frb_00561.fits,736329814,0.559604,1151.802452,7.312347,-2.0,0.003459,834.5945,1,
frb_00562,FRB,dataset/fits/frb/frb_00562.fits,437221894,1.146178,1208.997508,10.12756,-2.1,0.004838,407.077288,1,
frb_00563,FRB,dataset/fits/frb/frb_00563.fits,1476388842,1.571568,1117.819991,8.828126,-2.0,0.003853,331.192723,1,
frb_00564,FRB,dataset/fits/frb/frb_00564.fits,1362015637,0.591706,1242.624765,4.987541,-1.9,0.004321,307.012636,1,
frb_00565,FRB,dataset/fits/frb/frb_00565.fits,1831616326,1.553887,1199.889509,4.034129,-1.9,0.004197,162.751478,2,
frb_00566,FRB,dataset/fits/frb/frb_00566.fits,566901108,0.61111,1193.391368,4.787231,-2.0,0.004705,133.393602,1,
frb_00567,FRB,dataset/fits/frb/frb_00567.fits,1085357689,0.918666,1341.225646,4.700827,-2.0,0.003577,516.970403,1,
frb_00568,FRB,dataset/fits/frb/frb_00568.fits,1049114161,0.942087,1130.482782,6.94567,-2.1,0.004994,386.774628,1,
frb_00569,FRB,dataset/fits/frb/frb_00569.fits,539278777,0.580792,1113.960569,5.772837,-2.0,0.003678,779.481705,1,
frb_00570,FRB,dataset/fits/frb/frb_00570.fits,1944195300,1.570891,1186.544518,6.632746,-2.0,0.004849,152.825231,2,
frb_00571,FRB,dataset/fits/frb/frb_00571.fits,1950256701,1.231551,1304.458542,4.313224,-1.9,0.003266,365.105043,2,
frb_00572,FRB,dataset/fits/frb/frb_00572.fits,1816993889,1.127236,1214.84512,8.913489,-2.0,0.003163,737.651646,2,
frb_00573,FRB,dataset/fits/frb/frb_00573.fits,109089800,0.624265,1267.836517,7.699605,-2.1,0.004033,154.476528,2,
frb_00574,FRB,dataset/fits/frb/frb_00574.fits,198209445,1.415302,1324.827434,4.654475,-2.1,0.003008,336.819049,1,
frb_00575,FRB,dataset/fits/frb/frb_00575.fits,1362115474,0.632987,1114.62881,7.722461,-1.9,0.004779,897.620821,1,
frb_00576,FRB,dataset/fits/frb/frb_00576.fits,909622042,0.404718,1112.495522,7.855242,-2.1,0.00478,665.614712,1,
frb_00577,FRB,dataset/fits/frb/frb_00577.fits,1781011471,1.500071,1282.139359,4.782791,-2.1,0.004703,458.045556,2,
frb_00578,FRB,dataset/fits/frb/frb_00578.fits,594166266,1.53213,1146.922871,5.37937,-1.9,0.004792,854.98013,1,
frb_00579,FRB,dataset/fits/frb/frb_00579.fits,94675607,0.769869,1129.875551,10.840898,-1.9,0.003703,347.767816,1,
frb_00580,FRB,dataset/fits/frb/frb_00580.fits,7614312,0.443005,1137.293276,10.577834,-1.9,0.004897,882.858762,1,
frb_00581,FRB,dataset/fits/frb/frb_00581.fits,716307212,1.374566,1350.892407,7.839627,-2.0,0.003493,316.080756,1,
frb_00582,FRB,dataset/fits/frb/frb_00582.fits,1655965927,0.621344,1235.139959,9.214292,-2.0,0.003682,287.600366,2,
frb_00583,FRB,dataset/fits/frb/frb_00583.fits,280933073,1.370842,1197.796323,10.563594,-2.1,0.003519,231.696465,2,
frb_00584,FRB,dataset/fits/frb/frb_00584.fits,1368190555,1.521526,1324.420481,8.392542,-2.0,0.003639,599.069711,1,
frb_00585,FRB,dataset/fits/frb/frb_00585.fits,2104100082,0.386202,1370.919467,5.334273,-2.0,0.003195,697.304819,2,
frb_00586,FRB,dataset/fits/frb/frb_00586.fits,562544655,0.805848,1394.393091,5.612511,-1.9,0.003585,687.177777,2,
frb_00587,FRB,dataset/fits/frb/frb_00587.fits,346994656,1.309733,1363.181558,9.127575,-2.0,0.003029,602.333369,2,
frb_00588,FRB,dataset/fits/frb/frb_00588.fits,1591781264,0.75537,1236.187485,6.662544,-2.1,0.003342,198.066089,2,
frb_00589,FRB,dataset/fits/frb/frb_00589.fits,948834533,1.187573,1398.97414,9.077204,-1.9,0.003699,622.404002,1,
frb_00590,FRB,dataset/fits/frb/frb_00590.fits,1184724685,1.11547,1200.17597,6.645814,-2.0,0.004502,657.748093,2,
frb_00591,FRB,dataset/fits/frb/frb_00591.fits,1515409311,1.250432,1297.694688,8.635379,-1.9,0.003757,771.960981,1,
frb_00592,FRB,dataset/fits/frb/frb_00592.fits,918450661,1.072527,1294.400425,6.841772,-2.1,0.004749,267.490142,2,
frb_00593,FRB,dataset/fits/frb/frb_00593.fits,1204538329,0.371118,1122.454838,7.68434,-2.1,0.004861,785.416531,2,
frb_00594,FRB,dataset/fits/frb/frb_00594.fits,20765524,1.134054,1148.950621,8.20235,-2.0,0.004643,621.863261,2,
frb_00595,FRB,dataset/fits/frb/frb_00595.fits,240247333,1.549082,1177.68182,7.810529,-1.9,0.00393,281.673414,1,
frb_00596,FRB,dataset/fits/frb/frb_00596.fits,161584945,0.937395,1176.136689,5.062252,-1.9,0.004889,324.802388,1,
frb_00597,FRB,dataset/fits/frb/frb_00597.fits,2029481426,0.747659,1285.895009,7.742315,-2.1,0.004838,516.385164,2,
frb_00598,FRB,dataset/fits/frb/frb_00598.fits,1896456537,1.437423,1172.592596,5.07032,-2.1,0.004505,369.731958,2,
frb_00599,FRB,dataset/fits/frb/frb_00599.fits,1483953333,1.068487,1342.904273,11.155043,-2.1,0.00302,198.752697,1,
frb_00600,FRB,dataset/fits/frb/frb_00600.fits,1941171830,1.570449,1376.044915,9.453266,-2.0,0.004869,799.825798,2,
frb_00601,FRB,dataset/fits/frb/frb_00601.fits,320091646,1.185048,1262.52052,5.743842,-2.1,0.003809,591.045925,1,
frb_00602,FRB,dataset/fits/frb/frb_00602.fits,1171646238,0.779571,1104.084135,6.147533,-2.1,0.003075,476.091624,1,
frb_00603,FRB,dataset/fits/frb/frb_00603.fits,77369840,0.910601,1355.137991,4.241534,-2.0,0.004173,527.748863,1,
frb_00604,FRB,dataset/fits/frb/frb_00604.fits,1792279158,0.986643,1364.997629,7.847567,-2.0,0.004499,899.143052,2,
frb_00605,FRB,dataset/fits/frb/frb_00605.fits,792885293,0.893693,1172.822245,4.85638,-2.0,0.003026,804.506661,1,
frb_00606,FRB,dataset/fits/frb/frb_00606.fits,1250929769,0.495752,1284.275158,10.399342,-2.1,0.003959,432.492415,2,
frb_00607,FRB,dataset/fits/frb/frb_00607.fits,1186538610,0.542278,1360.63897,8.347764,-2.0,0.004561,252.901206,2,
frb_00608,FRB,dataset/fits/frb/frb_00608.fits,318028988,0.503244,1390.001396,4.170627,-1.9,0.004712,451.401024,2,
frb_00609,FRB,dataset/fits/frb/frb_00609.fits,922959948,1.533506,1190.380789,5.088792,-2.0,0.003377,299.522513,1,
frb_00610,FRB,dataset/fits/frb/frb_00610.fits,273687170,0.471982,1196.12535,6.494153,-1.9,0.004315,278.558558,1,
frb_00611,FRB,dataset/fits/frb/frb_00611.fits,89826800,0.77339,1382.497567,5.81619,-1.9,0.003543,438.341269,1,
frb_00612,FRB,dataset/fits/frb/frb_00612.fits,661979764,1.271198,1204.873194,11.079367,-1.9,0.003027,633.053825,1,
frb_00613,FRB,dataset/fits/frb/frb_00613.fits,783083158,1.313272,1336.688857,6.620657,-2.1,0.003821,311.098585,1,
frb_00614,FRB,dataset/fits/frb/frb_00614.fits,1930548037,1.438045,1225.222435,7.913367,-2.0,0.003183,482.737645,2,
