sample_id,true_label,source_true_label,vlm_predicted_label,external_predicted_label,vlm_correct,external_correct,vlm_confidence,external_confidence,vlm_frb_probability,external_frb_probability,external_n_candidates,external_aggregation,vlm_features,vlm_error,external_error,agreement
sample_000532,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000534,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000537,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000539,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000555,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000556,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000558,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000561,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000564,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000567,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000569,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000574,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000575,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000577,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000578,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000601,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000602,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000603,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000605,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000609,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000611,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000616,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000617,FRB,FRB,NON_FRB,FRB,False,True,0.95,0.9999997615814209,0.15,0.9999997615814209,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000621,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000628,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000645,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000648,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000652,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000653,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000654,FRB,FRB,NON_FRB,FRB,False,True,0.95,0.9999998807907104,0.15,0.9999998807907104,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000659,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000662,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000663,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000664,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000669,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000673,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000678,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000680,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000681,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000697,FRB,FRB,NON_FRB,FRB,False,True,0.95,0.9999998807907104,0.15,0.9999998807907104,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000703,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000707,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000710,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000713,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000731,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000732,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000733,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000738,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000749,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000750,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000753,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000754,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000764,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000769,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000777,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000784,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000792,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000801,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000805,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000809,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000812,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000818,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000820,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.1,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000824,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000832,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000838,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000845,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000849,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000850,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000851,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000859,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000868,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_000871,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000898,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000900,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000910,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000911,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000914,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000927,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_000930,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000938,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000940,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000946,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000955,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_000960,FRB,FRB,NON_FRB,FRB,False,True,0.95,1.0,0.15,1.0,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
