sample_id,true_label,source_true_label,y_true,score_vlm,score_external,vlm_predicted_label,external_predicted_label,external_n_candidates,external_aggregation
sample_000368,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000369,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000370,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000371,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000372,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000373,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000374,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000375,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000376,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000377,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000378,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000379,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000380,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000381,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000382,FRB,FRB,1,0.92,0.9999998807907104,FRB,FRB,2,max
sample_000383,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000384,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000385,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000386,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000387,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000388,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000389,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000390,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000391,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000392,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000393,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000394,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000395,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000396,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000397,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000398,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000399,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000400,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000401,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000402,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000403,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000404,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000405,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000406,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000407,FRB,FRB,1,0.9,0.9999996423721313,FRB,FRB,2,max
sample_000408,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000409,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000410,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000411,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000412,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000413,FRB,FRB,1,0.15,0.9999998807907104,NON_FRB,FRB,2,max
sample_000414,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000415,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000416,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000417,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000418,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000419,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000420,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000421,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000422,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000423,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000424,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000425,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000426,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000427,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000428,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000429,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000430,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000431,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000432,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000433,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000434,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000435,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000436,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000437,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000438,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000439,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000440,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000441,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000442,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000443,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000444,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000445,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000446,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000447,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000448,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000449,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000450,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000451,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000452,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000453,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000454,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000455,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000456,FRB,FRB,1,0.92,0.9999998807907104,FRB,FRB,2,max
sample_000457,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000458,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000459,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000460,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000461,FRB,FRB,1,0.9,0.9999997615814209,FRB,FRB,2,max
sample_000462,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000463,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000464,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000465,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000466,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000467,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000468,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000469,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000470,FRB,FRB,1,0.85,1.0,FRB,FRB,1,max
sample_000471,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000472,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000473,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000474,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000475,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000476,FRB,FRB,1,0.9,0.9999997615814209,FRB,FRB,2,max
sample_000477,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000478,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000479,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000480,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000481,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000482,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000483,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000484,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000485,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000486,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000487,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000488,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000489,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000490,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000491,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000492,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000493,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000494,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000495,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000496,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000497,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000498,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000499,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000500,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000501,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000502,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000503,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000504,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000505,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000506,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000507,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000508,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000509,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000510,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000511,FRB,FRB,1,0.1,1.0,NON_FRB,FRB,2,max
sample_000512,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000513,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000514,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000515,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000516,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000517,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000518,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000519,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000520,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000521,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000522,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000523,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000524,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000525,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000526,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000527,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000528,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000529,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000530,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000531,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000532,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000533,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000534,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000535,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000536,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000537,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000538,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000539,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000540,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000541,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000542,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000543,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000544,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000545,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000546,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000547,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000548,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000549,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000550,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000551,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000552,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000553,FRB,FRB,1,0.85,1.0,FRB,FRB,3,max
sample_000554,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000555,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000556,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000557,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000558,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000559,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000560,FRB,FRB,1,0.85,0.999998927116394,FRB,FRB,2,max
sample_000561,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000562,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000563,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000564,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000565,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000566,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000567,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000568,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000569,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000570,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000571,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000572,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000573,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000574,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000575,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000576,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000577,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000578,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000579,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000580,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000581,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000582,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000583,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000584,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000585,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000586,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000587,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000588,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000589,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000590,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000591,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000592,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000593,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000594,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000595,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000596,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000597,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000598,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000599,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000600,FRB,FRB,1,0.85,0.9999996423721313,FRB,FRB,2,max
sample_000601,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000602,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000603,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000604,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000605,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000606,FRB,FRB,1,0.92,1.0,FRB,FRB,2,max
sample_000607,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000608,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000609,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000610,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000611,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000612,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000613,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000614,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000615,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000616,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000617,FRB,FRB,1,0.15,0.9999997615814209,NON_FRB,FRB,2,max
sample_000618,FRB,FRB,1,0.9,0.9999997615814209,FRB,FRB,2,max
sample_000619,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000620,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000621,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000622,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000623,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000624,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000625,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000626,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000627,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000628,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000629,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000630,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000631,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000632,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000633,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000634,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000635,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000636,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000637,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000638,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000639,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000640,FRB,FRB,1,0.85,0.9999995231628418,FRB,FRB,2,max
sample_000641,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000642,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000643,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000644,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000645,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000646,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000647,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000648,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000649,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000650,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000651,FRB,FRB,1,0.85,1.0,FRB,FRB,1,max
sample_000652,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000653,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000654,FRB,FRB,1,0.15,0.9999998807907104,NON_FRB,FRB,2,max
sample_000655,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000656,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000657,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000658,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000659,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000660,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000661,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000662,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000663,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000664,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000665,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000666,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000667,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000668,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000669,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000670,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000671,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000672,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000673,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000674,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000675,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000676,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000677,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000678,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000679,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000680,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000681,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000682,FRB,FRB,1,0.9,0.9999996423721313,FRB,FRB,2,max
sample_000683,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000684,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000685,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000686,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000687,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000688,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000689,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000690,FRB,FRB,1,0.75,1.0,FRB,FRB,2,max
sample_000691,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000692,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000693,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000694,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000695,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000696,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000697,FRB,FRB,1,0.15,0.9999998807907104,NON_FRB,FRB,2,max
sample_000698,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000699,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000700,FRB,FRB,1,0.9,0.9999998807907104,FRB,FRB,2,max
sample_000701,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000702,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000703,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000704,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000705,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000706,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000707,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000708,FRB,FRB,1,0.92,0.9999996423721313,FRB,FRB,2,max
sample_000709,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000710,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000711,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000712,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000713,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000714,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000715,FRB,FRB,1,0.85,0.9999997615814209,FRB,FRB,2,max
sample_000716,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000717,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000718,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000719,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000720,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000721,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000722,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000723,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000724,FRB,FRB,1,0.9,0.9999991655349731,FRB,FRB,1,max
sample_000725,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000726,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000727,FRB,FRB,1,0.9,1.0,FRB,FRB,2,max
sample_000728,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000729,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000730,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000731,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000732,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000733,FRB,FRB,1,0.15,1.0,NON_FRB,FRB,2,max
sample_000734,FRB,FRB,1,0.85,0.9999998807907104,FRB,FRB,2,max
sample_000735,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
sample_000736,FRB,FRB,1,0.85,1.0,FRB,FRB,2,max
